SubjectNo,Isl_pk1,Isl_pk2,isl_exp,isl_bl1,isl_bl2,isl_check1,isl_check2,ship_pk1,ship_pk2,ship_exp,ship_bl1,ship_bl2,ship_check1,ship_check2,isl_expert,ship_expert,age,gender,ethnicity,political,choice,choice_d,choice_m,expert,expert_d,expert_m,order_first,fir_pk1,fir_pk2,fir_exp,fir_bl1,fir_bl2,isl_pkc,ship_pkc,fir_pkc,isl_blc,ship_blc,fir_blc,both_blc,both_pkc,both_exp,both_pk1,both_pk2,both_bl1,both_bl2
757.00,4,5,8,3,3,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,8,20,2,2,8,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4.50,#NULL!,#NULL!,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
758.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,43,2,2,2,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
759.00,9,9,5,8,8,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,9,30,1,2,6,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9.00,#NULL!,#NULL!,8.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
760.00,3,3,6,3,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,31,1,2,0,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,3.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
761.00,4,2,7,2,3,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,21,1,5,2,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,2.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
762.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,40,1,1,4,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
763.00,5,8,3,2,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,23,1,2,2,2,0.00,-0.50,2,0.00,-0.50,1,5,8,3,2,1,6.50,#NULL!,6.50,1.50,#NULL!,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
764.00,1,1,8,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,7,18,1,5,3,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
765.00,3,3,8,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,31,2,2,1,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
766.00,2,3,9,2,2,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,28,2,3,3,2,0.00,-0.50,2,0.00,-0.50,1,2,3,9,2,2,2.50,#NULL!,2.50,2.00,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
767.00,4,5,5,4,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,23,2,5,3,2,0.00,-0.50,2,0.00,-0.50,1,4,5,5,4,4,4.50,#NULL!,4.50,4.00,#NULL!,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
768.00,1,1,5,5,4,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,23,2,1,5,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
769.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,8,9,26,1,2,0,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
770.00,5,6,6,5,5,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,42,1,2,0,1,1.00,0.50,2,0.00,-0.50,1,5,6,6,5,5,5.50,#NULL!,5.50,5.00,#NULL!,5.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
771.00,1,4,7,1,1,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,20,1,1,2,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
772.00,3,1,5,8,3,1,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,1,63,1,2,10,1,1.00,0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,5.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
773.00,1,1,9,1,1,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,5,24,2,2,5,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
774.00,4,5,6,3,5,1,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,5,57,2,3,5,2,0.00,-0.50,1,1.00,0.50,1,4,5,6,3,5,4.50,#NULL!,4.50,4.00,#NULL!,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
775.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,5,5,6,5,1,1,5,6,38,1,2,4,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5.50,#NULL!,#NULL!,5.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
776.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,7,1,1,1,1,1,1,25,1,2,1,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
777.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,28,1,2,0,1,1.00,0.50,2,0.00,-0.50,2,1,1,9,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
778.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,9,2,2,1,1,2,2,34,1,2,9,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.50,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
779.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,8,7,8,4,1,1,1,4,34,1,2,9,1,1.00,0.50,1,1.00,0.50,2,1,8,7,8,4,#NULL!,4.50,4.50,#NULL!,6.00,6.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
780.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,4,5,6,1,1,6,7,49,1,2,7,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.00,#NULL!,#NULL!,5.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
781.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,8,1,1,1,1,8,8,23,2,2,3,1,1.00,0.50,1,1.00,0.50,2,2,1,8,1,1,#NULL!,1.50,1.50,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
782.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,5,4,3,1,1,1,1,49,2,2,5,1,1.00,0.50,2,0.00,-0.50,2,2,2,5,4,3,#NULL!,2.00,2.00,#NULL!,3.50,3.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
783.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,9,1,1,1,1,9,9,35,2,2,1,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
784.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,6,7,5,3,1,1,7,4,41,1,3,4,1,1.00,0.50,1,1.00,0.50,2,5,6,7,5,3,#NULL!,5.50,5.50,#NULL!,4.00,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
785.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,6,8,48,1,2,7,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
786.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,4,3,1,1,1,1,1,39,2,2,0,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
787.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,30,2,5,0,1,1.00,0.50,2,0.00,-0.50,2,1,1,9,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
788.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,8,2,2,1,1,8,8,50,1,2,10,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
789.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,2,1,25,3,2,5,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
790.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,2,60,2,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
791.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,2,8,1,1,1,1,9,9,31,2,2,3,1,1.00,0.50,1,1.00,0.50,2,1,2,8,1,1,#NULL!,1.50,1.50,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
792.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,7,3,1,1,1,1,1,59,1,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
793.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,8,1,2,1,1,8,7,48,1,2,10,1,1.00,0.50,2,0.00,-0.50,2,9,9,8,1,2,#NULL!,9.00,9.00,#NULL!,1.50,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
794.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,9,1,2,1,1,1,1,51,1,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
795.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,8,8,62,2,2,1,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
796.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,1,6,7,1,1,5,5,24,2,5,0,1,1.00,0.50,1,1.00,0.50,2,9,9,1,6,7,#NULL!,9.00,9.00,#NULL!,6.50,6.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
797.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,3,5,6,2,1,1,7,3,28,2,2,2,1,1.00,0.50,1,1.00,0.50,2,1,3,5,6,2,#NULL!,2.00,2.00,#NULL!,4.00,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
798.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,4,4,2,1,1,1,1,1,31,2,5,3,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
799.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,28,2,2,0,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
800.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,41,1,3,1,1,1.00,0.50,2,0.00,-0.50,2,1,1,9,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
801.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,6,7,7,7,1,1,1,9,33,1,2,4,1,1.00,0.50,2,0.00,-0.50,2,7,6,7,7,7,#NULL!,6.50,6.50,#NULL!,7.00,7.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
802.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,5,9,1,1,1,1,9,9,28,1,2,1,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
803.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,1,7,1,1,1,1,1,1,40,1,4,10,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
804.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,8,1,1,1,1,8,8,19,1,2,5,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
805.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,42,2,5,6,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
806.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,77,2,2,0,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
807.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,5,1,1,1,1,9,9,52,2,2,1,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
808.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,9,9,8,5,5,1,1,2,3,44,2,2,2,1,1.00,0.50,2,0.00,-0.50,2,9,9,8,5,5,#NULL!,9.00,9.00,#NULL!,5.00,5.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
809.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,42,2,2,4,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
810.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,4,3,3,3,1,1,1,1,23,1,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.50,#NULL!,#NULL!,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
811.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,5,1,1,1,1,1,1,37,2,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
812.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,9,9,33,1,2,0,1,1.00,0.50,1,1.00,0.50,2,1,1,9,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
813.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,7,5,8,6,1,1,7,9,26,2,3,6,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5.50,#NULL!,#NULL!,7.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
814.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,9,1,1,1,1,9,9,32,2,3,5,1,1.00,0.50,1,1.00,0.50,2,2,2,9,1,1,#NULL!,2.00,2.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
815.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,5,7,2,2,1,1,5,2,32,2,2,4,1,1.00,0.50,2,0.00,-0.50,2,3,5,7,2,2,#NULL!,4.00,4.00,#NULL!,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
816.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,3,3,3,1,1,2,2,31,2,2,5,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.50,#NULL!,#NULL!,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
817.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,5,1,1,1,1,9,9,39,2,2,2,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
818.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,8,1,1,1,1,8,8,41,1,5,5,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
819.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,42,1,2,1,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
820.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,8,6,5,4,1,1,6,7,42,1,2,3,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.00,#NULL!,#NULL!,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
821.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,4,5,4,4,1,1,3,3,30,2,4,4,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5.00,#NULL!,#NULL!,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
822.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,9,9,40,2,2,2,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
823.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,8,2,1,1,1,8,8,39,1,2,3,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.50,#NULL!,#NULL!,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
824.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,1,1,29,1,2,3,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
825.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,2,8,2,1,1,1,1,2,53,1,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
826.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,7,3,3,1,1,7,7,33,1,2,8,1,1.00,0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
827.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,1,9,9,48,2,2,9,1,1.00,0.50,1,1.00,0.50,2,1,1,9,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
